KdBar,Barcode,Nmbar,KdKel,NmKel,HBeli,HPokok,HJual,markup,StAwal,StMasuk,StKeluar
'69030376,'69030376,"snicker 21,5 g",WFR,WAFFER,3500,3500,5000,0,7,0,121
'RT4,'RT4,ROTI MONI,C,CEMILAN,2500,2500,4000,60,8,24,92
'8992742360844,'8992742360844,POLYTEX SABUT STAINLESS,,,2083,2083,5000,140.03841,6,0,27
'8991001111647,'8991001111647,SILVERQUEEN CASHEW,CKL,COKLAT,16500,16500,22000,33.33333,5,0,37
'8991001121400,'8991001121400,SILVERQUEEN ALMOND,CKL,COKLAT,12200,12200,20000,63.93443,8,0,24
'089686060027,'089686060027,POP MIE AYAM,MIE,MIE,4500,4500,7000,55.55556,6,190,314
'012314,'3243252,BATERAI DYNAMAX AAA 1 PASANG,BTI,BATERAI,4500,4500,10000,122.22222,30,0,0
'8997210108959,'8997210108959,BATERAI AFTA AA 1 PCS,BTI,BATERAI,4500,4500,5000,11.11111,5,0,3
'8991906101422,'8991906101422,LA BOLD 16,RK,ROKOK,27000,27000,22000,5.26316,10,2,81
'8992761122430,'8992761122430,FRESTEA MADU 500ML,BTL,MINUMAN,4250,4250,7000,73.18159,10,61,65
'8992717781025,'8992717781025,SANTEN,SBK,SEMBAKO,2800,2800,4000,42.85714,10,16,128
'4902430393126,'4902430393126,VICKS INHALER,OB,OBAT OBATAN,11900,11900,17000,0,8,0,3
'gula,'gula,GULA 1KG,SBK,SEMBAKO,17000,17000,20000,17.64706,10,11,73
'8850291102738,'8850291102738,TG CSHW NUTS MIX HONEY ROASTED,,,16927,16927,22000,29.96987,6,6,22
'8996001304990,'8996001304990,ROMA SARI GANDUM SUSU&COKLAT,C,CEMILAN,6300,6300,8000,26.98413,5,8,203
'8992775001608,'8992775001608,CHOCOLATOS SWEET CHEESE,CKL,COKLAT,900,900,1500,66.66667,5,32,141
'8886030323904,'8886030323904,PORSTEX 1000ML,AK,ALAT KEBERSIHAN,17000,17000,25000,47.05882,8,0,6
'8993039111255,'8993039111255,REGAL KECIL,MKN,MAKANAN,11500,11500,13000,44.44444,6,4,22
'8993039112504,'8993039112504,REGAL BESAR,MKN,MAKANAN,18000,18000,20000,11.11111,8,0,23
'8992747180225,'8992747180225,VIXAL,AK,ALAT KEBERSIHAN,15000,15000,20000,33.33333,9,0,8
'80768258,'80768258,KINDER JOY,C,CEMILAN,10500,10500,15000,0,6,0,28
'8886020001294,'8886020001294,SWALLOW KAPUR BARUS,AK,ALAT KEBERSIHAN,16000,16000,20000,25,10,0,6
'8999002691816,'8999002691816,EVEREADY AA2,BTI,BATERAI,18600,18600,25000,34.4086,6,0,12
'arabica,'arabica,COFFE ARABICA & ROBUSTA,KP,COFFEE,26000,26000,40000,53.84615,9,0,0
'10,'01,GIN 700ML,ALC,ALCOHOL,175000,175000,250000,0,7,0,1
'8992745730118,'8992745730118,BIOSOL 400ML,AK,ALAT KEBERSIHAN,25200,25200,35000,38.88889,9,0,3
'8999999407896,'8999999407896,WIPOL 450ML,AK,ALAT KEBERSIHAN,20500,20500,15000,36.36364,10,5,3
'055500130054,'055500130054,SOS BOTOL 800ML,AK,ALAT KEBERSIHAN,11600,11600,20000,72.41379,6,0,2
'8992779024207,'8992779024207,MR MUSCLE 800 ML,AK,ALAT KEBERSIHAN,11000,11000,15000,36.36364,8,0,2
'055500130221,'055500130221,PEMBERSIH LANTAI SOS,AK,ALAT KEBERSIHAN,10200,10200,15000,47.05882,7,0,3
'8999999401023,'8999999401023,MOLTO PEWANGI 900ML,PH,PENGHARUM,12000,12000,18000,50,5,0,2
'055500130238,'055500130238,S.O.S FLORAL BLOSSOM 750ML,PH,PENGHARUM,11000,11000,15000,36.36364,10,0,8
'8998899995403,'8998899995403,BAYGON 225ML,OBT,OBAT NYAMUK,11900,11900,18000,51.2605,8,12,8
'8998899400372,'8998899400372,BAYGON WATERBASE,OBT,OBAT NYAMUK,17000,17000,25000,47.05882,5,0,4
'8998899400358,'8998899400358,BAYGON 275ML,OBT,OBAT NYAMUK,21900,21900,30000,36.9863,10,0,1
'8992745120407,'8992745120407,HIT ORANGE 200ML,OBT,OBAT NYAMUK,15500,15500,18000,38.46154,10,7,9
'8992745730293,'8992745730293,HIT 225ML,OBT,OBAT NYAMUK,13000,13000,20000,53.84615,7,0,6
'8998899400341,'8998899400341,BAYGON,OBT,OBAT NYAMUK,11000,11000,18000,63.63636,9,0,6
'8992745730309,'8992745730309,HIT,OBT,OBAT NYAMUK,13000,13000,20000,53.84615,10,0,5
'8886015428136,'8886015428136,TIMTAM CLASIC CHOCOLATE,MKN,MAKANAN,7000,7000,10000,42.85714,7,0,21
'8886015427139,'8886015427139,TIMTAM VANILLA,MKN,MAKANAN,7000,7000,10000,42.85714,6,6,26
'8999909000773,'8999909000773,MARLBORO FILER BLACK 12,RK,ROKOK,22500,22500,25000,11.11111,7,0,60
'8994231100733,'8994231100733,COFFE BANYUATIS,KP,COFFEE,75000,75000,150000,100,9,0,0
'8994231100818,'8994231100818,COFFE ARABICAROBUSTA BLEND,KP,COFFEE,50000,50000,120000,140,8,0,0
'RAM,'RAM,RAMAYANA,RTI,ROTI,3000,3000,5000,66.66667,6,17,10
'8999999047245,'8999999047245,rinso 1000,AK,ALAT KEBERSIHAN,2100,2100,3000,0,5,200,80
'8992761164492,'8992761164492,nutri boost,BTL,MINUMAN,6083,6083,8000,31.51406,8,60,28
'8992718853417,'8992718853417,NISSIN CUP NOODLES TOM YUM 75G,MIE,MIE,5600,5600,8000,0,8,0,86
'8992718853400,'8992718853400,NISSIN CUP NOODLES GULAI AYAM,MIE,MIE,5600,5600,8000,0,8,0,69
'3014260786847,'3014260786847,ORAL B SHINY CLEAN,SG,SIKAT GIGI,4000,4000,10000,150,5,0,21
'4210201028079,'4210201028079,ORAL B MICROTIN,SG,SIKAT GIGI,9000,9000,13000,44.44444,7,0,36
'4902430733298,'4902430733298,GILLETTE 3,,,23600,23600,35000,48.30508,9,0,13
'4902430399425,'4902430399425,PANTENE TOTAL DAMAGE CARE135ML,SMP,SHAMPOO,22100,22100,30000,35.74661,8,0,10
'4902430400879,'4902430400879,PANTENE HALUS & LEMBUT 135ML,SMP,SHAMPOO,22100,22100,30000,35.74661,10,0,5
'4902430792325,'4902430792325,PANTEN ANTI LEPEK 135ML,SMP,SHAMPOO,22100,22100,30000,35.74661,10,0,6
'4902430429382,'4902430429382,SHAMPO REJOICE,SMP ,SHAMPOO,21100,21100,30000,42.18009,7,3,12
'4902430428316,'4902430428316,SHAMPOO REJOICE,SMP,SHAMPOO,21100,21100,30000,42.18009,7,3,7
'4902430772167,'4902430772167,CONDITIONER REJOICE,SMP,SHAMPOO,21100,21100,30000,42.18009,5,0,3
'4902430772020,'4902430772020,REJOICE,SMP,SHAMPOO,21100,21100,30000,42.18009,7,0,1
'8993560025113,'8993560025113,SABUN DETTOL,SBN,SABUN,3500,3000,5000,0,5,0,40
'8992695100207,'8992695100207,PANADOL BIRU,OB,OBAT OBATAN,8000,8000,13000,62.5,7,5,26
'8992695110206,'8992695110206,PANADOL MERAH,OB,OBAT OBATAN,10000,10000,15000,50,10,0,23
'8994504102310,'8994504102310,HELLO PANDA CHOCO,MKN,MAKANAN,7550,7550,10000,32.45033,10,7,25
'8994504102327,'8994504102327,HELLO PANDA STRAW,MKN,MAKANAN,7550,7550,10000,32.45033,5,7,22
'8991001770301,'8991001770301,SELMAT BLACK VANILLA,WFR,WAFFER,9700,9700,15000,54.63918,5,0,5
'8991001780492,'8991001780492,SELAMAT CHOCOLATE SANDWICH,WFR,WAFFER,9700,9700,15000,54.63918,10,0,16
'8991001770486,'8991001770486,SELAMAT DOUBLE CHOCOLATE,WFR,WAFFER,9700,9700,15000,54.63918,7,0,6
'8991001780232,'8991001780232,TWISTER CHOCOLATE,MKN,MAKANAN,5994,5994,11000,39.24051,5,14,18
'8991001780225,'8991001780225,TWISTER BLACK,MKN,MAKANAN,5994,5994,7000,29.62963,6,12,15
'8991001780126,'8991001780126,SELAMAT COKLAT MINI,WFR,WAFFER,4300,4300,6000,66.66667,8,6,25
'8991001781420,'8991001781420,SELAMAT DOUBLE COKLAT MINI,WFR,WAFFER,4300,4300,6000,66.66667,9,6,15
'8997028440029,'8997028440029,KRATINDENG CAN,BTL,MINUMAN,8400,8400,12000,0,9,0,7
'BUKU,'BUKU,BUKU,BK,BUKU,3500,3500,7000,100,9,30,54
'8996001318911,'8996001318911,BETTER ISI 4,CKL,COKLAT,1800,1800,3000,66.66667,5,60,114
'8999909001909,'8999909001909,MAGNUM FILTER,RK,ROKOK,15000,15000,18000,20,8,10,43
'8996006853400,'8996006853400,FRUITEA BLACKCURRANT,BTL,MINUMAN,4450,4450,8000,79.77528,8,24,181
'8999999195656,'8999999195656,TEH SARIWANGI ISI 50,BTL,MINUMAN,8400,8400,12000,0,5,0,1
'48933629,'48933629,OB COMFORT,,,65000,65000,85000,30.76923,5,0,17
'073010006225,'073010006225,OB TAMPOS SUPER,,,65000,65000,85000,30.76923,9,0,11
'073010214095,'073010214095,TAMPAX REGULER,,,55000,55000,90000,63.63636,5,0,20
'073010314092,'073010314092,TAMPAX,,,55000,55000,90000,63.63636,6,0,18
'8999777010768,'8999777010768,HANSAPLAS ANTI SEPTIK,OB,OBAT OBATAN,33400,33400,45000,34.73054,6,0,4
'8992761166236,'8992761166236,FRESTEA LECI SMALL,BTL,MINUMAN,3500,1700,5000,0,7,0,73
'8992761122539,'8992761122539,FRESTEA LECI BIG,BTL,MINUMAN,5600,3500,8000,0,7,0,69
'8999777090579,'8999777090579,KOYO PANAS,OB,OBAT OBATAN,10500,10500,15000,0,8,0,8
'7622300136055,'7622300136055,OREO STRAWBERRY 123G,SRL,SEREAL,7000,7000,10000,42.85714,20,10,79
'8992760223015,'8992760223015,OREO CHOCOLATE CREME,SNK,SNACK,7000,7000,10000,42.85714,20,0,42
'7622300442507,'7622300442507,OREO ICE CREAM,SNK,SNACK,8000,8000,10000,33.33333,20,18,48
'lak,'lak,LAKBAN HITEM BSR,LBN,LAKBAN,15000,15000,18000,20,5,6,15
'LAK B,'LAK B,LAKBAN COKLAT BSR,LBN,LAKBAN,10500,10500,15000,0,8,0,31
'ISO,'ISO,ISOLASI KCIL',LBN,LAKBAN,5600,5600,8000,0,8,0,32
'FLUG,'FLUG,FLUG MULTIPLUS,FLG,FLUG,14000,14000,40000,185.71429,6,0,11
'FLUG K,'FLUG K,FLUG KECIL,FLG,FLUG,7500,7500,30000,300,6,0,33
'8998899995397,'8998899995397,BAYGONE,BYN,BAYGON,24500,24500,35000,0,8,0,1
'8998866601436,'8998866601436,daia,AK,ALAT KEBERSIHAN,12600,12600,18000,0,10,0,4
'8992856893160,'8992856893160,VITALIS UNGU,PFR,PARFUM,15400,15400,22000,0,9,0,1
'8850007331285,'8850007331285,CAREFREE BREATHBLE,SFX,SOFTEX,10500,10500,15000,0,9,0,4
'8996001301364,'8996001301364,KELAPA CREAM,MKN,MAKANAN,1667,1667,3000,79.96401,8,36,61
'SIRUP,'SIRUP,SIRUP,BTL,MINUMAN,31500,31500,45000,0,10,0,1
'8999999034672,'8999999034672,CORNETTO MINI DISC,ES,ESKRIM,24000,24000,32000,33.33333,10,0,1
'8999999042257,'8999999042257,WALLS NEOPOLITANA,ES,ESKRIM,16000,16000,25000,56.25,8,0,2
'8993053641042,'8993053641042,PASEO BABY WIPES,TS,TISSU,10500,10500,15000,0,6,0,15
'8999999059781,'8999999059781,SUNLIGHT JERUK NIPIS 210ML,AK,ALAT KEBERSIHAN,4500,4500,7000,55.55556,10,56,121
'079656649550,'079656649550,SPORT  SPF*30_90ML,SNB,SUNBLOCK,159000,159000,185000,16.3522,6,3,4
'8993189320279,'8993189320279,CHARM SAFE FLIGHT 35CM,SFX,SOFTEX,10500,10500,15000,0,8,0,21
'8997218380074,'8997218380074,ICHITAN THAI MILK TEA 310ML,BTL,MINUMAN,7500,7500,9000,20,9,97,162
'8992718853530,'8992718853530,GEKIKARA RAMEN,MIE,MIE,7000,7000,10000,0,8,0,37
'089686601053,'089686601053,CHEETOS PUFFS,MKN,MAKANAN,4900,4900,8000,63.26531,5,0,34
'011747233026,'011747233026,KACANG GARING 80GR,KCK,KACANG,5700,5700,7000,22.80702,9,11,40
'8995077601514,'8995077601514,TIC TAC SAPI PANGGANG 90G,KCK,KACANG,5500,5500,8000,45.45455,8,18,36
'8995077603433,'8995077603433,TIC TAC MIX,KCK,KACANG,5500,5500,8000,45.45455,6,11,31
'8995077602405,'8995077602405,TIC TAC AYAM BAWANG,KCK,KACANG,5500,5500,6000,20,6,20,38
'8995077600814,'8995077600814,TIC TAC PEDAS 90G,KCK,KACANG,5500,5500,8000,45.45455,8,20,51
'8995077602498,'8995077602498,TIC TAC RUMPUT LAUT,KCK,KACANG,5500,5500,8000,45.45455,6,6,23
'011747233033,'011747233033,KACANG GARLING 200GR,KCK,KACANG,10750,10750,18000,67.44186,10,0,31
'8995077600296,'8995077600296,KACANG DUA KELINCI BAWANG 75G,KCK,KACANG,8000,8000,12000,30.43478,9,41,45
'8995077602696,'8995077602696,SUKRO OVEN,KCK,KACANG,8100,8100,10000,55.47264,6,3,23
'8995077602412,'8995077602412,SUKRO KRIBO,KCK,KACANG,5568,5568,10000,79.5977,8,0,10
'8995077601897,'8995077601897,SUKRO BBQ,KCK,KACANG,5568,5568,8000,43.67816,7,0,30
'079656649543,'079656649543,ULTRA PROTECT SFP 50_90ml,SNB,SUNBLOCK,183000,183000,220000,20.21858,7,3,-1
'079656603682,'079656603682,ULTRAMIST LOTION SFP50,SNB,SUNBLOCK,309000,309000,325000,5.17799,9,0,7
'079656650730,'079656650730,ULTRAMIST SPF 50,SNB,SUNBLOCK,254000,254000,280000,10.23622,9,0,11
'079656400250,'079656400250,DEEP TANNING OIL 4,SNB,SUNBLOCK,118000,118000,145000,22.88136,9,0,8
'079656400885,'079656400885,DEP TANNING OIL 8,SNB,SUNBLOCK,169000,169000,190000,12.42604,9,3,6
'80001249,'80001249,LOACKER VANILA,WFR,WAFFER,9091,16210,12000,31.99868,10,14,14
'103,'103,COFFE BANYUATIS ARABICA ORGNIC,KP,COFFEE,28000,28000,40000,42.85714,8,0,0
'102,'102,COFFE BANYUATIS LUWAK,KP,COFFEE,70000,70000,95000,35.71429,6,0,5
'105,'105,COFFE BANYUATIS TUBRUK,KP,COFFEE,32000,32000,55000,71.875,8,0,5
'101,'101,COFFE BANYUATIS LANANG,KP,COFFEE,28000,28000,40000,42.85714,6,0,2
'rotii,'rotii,ROTI 3000,RTI,ROTI,2000,2000,3000,50,9,165,925
'pem,'pem,PEMBERSIH KACA,AK,ALAT KEBERSIHAN,8400,8400,12000,0,10,0,0
'8999777857875,'8999777857875,NIVEA  LOTION WHITE,SNB,SUNBLOCK,143300,143300,187000,30.49546,5,0,2
'LAS,'LAS,KARTU REMI Las Vengas,ATL,ALAT TULIS,5000,5000,15000,200,5,5,37
'8999999535490,'8999999535490,FEAST WICH,ES,ESKRIM,6600,6600,10000,51.51515,10,0,22
'8995077600166,'8995077600166,SUKRO ORIGINAL,KCK,KACANG,5600,5600,8000,0,8,0,29
'8996001326404,'8996001326404,KISS APPLE PEACH,P,PERMEN,4500,4500,10000,122.22222,6,0,4
'8996001326275,'8996001326275,KISS GRAPE,P,PERMEN,4500,4500,10000,122.22222,9,0,8
'8996001326220,'8996001326220,KIS CHERRY,P,PERMEN,4500,4500,10000,122.22222,9,0,7
'8996001320051,'8996001320051,KOPOKO COFFE CANDY,P,PERMEN,8250,8250,11000,33.33333,9,2,17
'8996001320136,'8996001320136,KOPIKO CAPUCINO CANDY,P,PERMEN,5500,5500,12000,118.18182,6,0,11
'8996001338056,'8996001338056,TAMARIN CANDY,P,PERMEN,4500,4500,10000,122.22222,9,0,6
'KOM,'KOM,KOMBUCHA,BTL,MINUMAN,24500,24500,35000,0,5,30,21
'8993053321326,'8993053321326,PASEO ELEGANT 50 SHEET,TS,TISSU,15000,15000,20000,33.33333,9,0,13
'8990800022574,'8990800022574,MENTOS RAINBOW,P,PERMEN,2400,2400,4000,66.66667,8,14,81
'nice,'NICE,TISSUE TOILET NICE 238 SHEETS,TS,TISSU,3000,3000,7000,133.33333,7,0,11
'8992761151157,'8992761151157,NUTRIBOOST COFFE,BTL,MINUMAN,3900,3900,6000,53.84615,7,0,11
'8992761151140,'8992761151140,NUTRIBOOST COKLAT,BTL ,MINUMAN,3900,3900,6000,53.84615,5,0,11
'8993496001076,'8993496001076,MINYAK GORENG SANIA,MYK,MINYAK,23000,23000,28000,21.73913,6,0,4
'8992745140955,'8992745140955,HIT LILY BLOSSOM,OBT,OBAT NYAMUK,15500,15500,16000,0,10,9,16
'8992745120957,'8992745120957,HIT FRESH CITRUS,OBT,OBAT NYAMUK,25200,25200,35000,38.88889,5,0,2
'8992745705598,'8992745705598,HIT BLOOMING,OBT,OBAT NYAMUK,25200,25200,35000,38.88889,8,0,1
'8992745326229,'8992745326229,STELLA GREEN FANTASY,PH,PENGHARUM,26700,26700,40000,49.81273,7,0,2
'8992745550310,'8992745550310,PROCLIN SAET,AK,ALAT KEBERSIHAN,2000,2000,3000,50,7,0,29
'749921011145,'749921011145,NUTRISARI JERUK,BTL,MINUMAN,3200,3200,5000,56.25,6,0,5
'749921030580,'749921030580,HILO COKLAT TARO,MKN,MAKANAN,4900,4900,7000,42.85714,5,0,11
'8993053211672,'8993053211672,PASEO TOILET 510 SHEETS,TS,TISSU,7000,7000,15000,114.28571,10,0,18
'8997206581322,'8997206581322,STRONGBOW GOLDEN APPLE,BTL,MINUMAN,20200,20200,28000,38.61386,12,0,9
'8997206580721,'8997206580721,HEINEKEN,ALC,ALCOHOL,31500,31500,45000,0,9,0,30
'tts,'tts,TISU TESSA 2000,TS,TISSU,1400,1400,2000,0,7,0,19
'8997225200051,'8997225200051,GREEN SANDS,BTL,MINUMAN,5500,5500,8000,45.45455,7,20,63
'8998866202435,'8998866202435,JAPOTA JAPAN SEAWEED,SNK,SNACK,5000,5000,7000,40,6,0,3
'8993004785139,'8993004785139,RING,SNK,SNACK,875,875,1500,71.42857,7,0,18
'8998009040313,'8998009040313,TEH KOTAK LEMON,BTL,MINUMAN,2600,2600,5000,66.66667,8,11,121
'8998009040306,'8998009040306,TEH KOTAK APLE,BTL,MINUMAN,2600,2600,5000,66.66667,7,14,175
'8999999006204,'8999999006204,WIPOL 800ML,AK,ALAT KEBERSIHAN,21000,21000,30000,0,7,0,4
'8991102380706,'8991102380706,FULLO CHOCOLATE,MKN,MAKANAN,437,437,500,14.41648,6,0,13
'8991102381017,'8991102381017,FULLO,MKN,MAKANAN,366,366,500,36.61202,6,0,19
'8991102308892,'8991102308892,BLASTO,MKN,MAKANAN,750,750,1500,100,9,32,39
'8991102987738,'8991102987738,TANGO STRAWBERY,WFR,SFX,1800,1800,2500,38.88889,6,10,56
'8991102989282,'8991102989282,TANGO BUBLEGUM,WFR,WAFFER,1400,1400,2500,78.57143,6,0,18
'8991102387286,'8991102387286,TANGO CHOCOLATE 47G,WFR,WAFFER,1850,1850,3000,62.16216,8,11,52
'8991102987394,'8991102987394,TANGO CHEESE,WFR,WAFFER,1400,1400,2500,78.57143,7,0,15
'8991102387262,'8991102387262,TANGO VANILA 47G,WFR,WAFFER,1850,1850,3000,62.16216,7,26,57
'8994834000454,'8994834000454,ME SOBA,MIE,MIE,450,450,500,11.11111,10,20,8
'8992745320074,'8992745320074,STELLA FANTASY BOUNGENVILLE,PH,PENGHARUM,9300,9300,13000,39.78495,9,0,2
'8992745320135,'8992745320135,STELLA TROPIC SENSATION,PH,PENGHARUM,9300,9300,13000,39.78495,8,0,0
'8992745325437,'8992745325437,STELLA ORANGE REFILL MATIC,PH,PENGHARUM,24500,24500,35000,0,8,0,2
'8992745325420,'8992745325420,STELLA LEMON REFILLL MATIC,PH,PENGHARUM,24500,24500,35000,0,5,0,3
'8992745325550,'8992745325550,STELLA WILD REFILL MATIC,PH,PENGHARUM,24500,24500,35000,0,8,0,2
'8992745320067,'89927453200670,STELLA APPLE FIESTA,PH,PENGHARUM,10500,10500,15000,0,10,0,0
'8992745320685,'8992745320685,STELLA LIME CARNIVAL,PH,PENGHARUM,10500,10500,15000,0,8,0,0
'8997206580714,'8997206580714,HEINEKEN 330ml,AIR,AIR,24000,24000,30000,25,5,0,-3
'8850291110900,'8850291110900,SUNFLOWER,SBN,SABUN,10250,10250,15000,46.34146,8,0,32
'7499221163183,'7499221163183,YOGURUTO ORIGINAL 200ML,BTL,MINUMAN,7000,7000,10000,0,8,0,4
'7499221123132,'7499221123132,YOGURUTO STRAWBERRY 200ML,BTL,MINUMAN,7000,7000,10000,0,10,0,5
'7499221133155,'7499221133155,YOGURUTO BLACKCURRANT 200ML,BTL,MINUMAN,7000,7000,10000,0,6,0,4
'7499221133162,'7499221133162,YOGURUTO PEACH 200ML,BTL,MINUMAN,7000,7000,10000,0,7,0,5
'8996001440353,'8996001440353,NERGEN JAHE,BTL,MINUMAN,1400,1400,2000,0,9,0,6
'8996001440049,'8996001440049,ENERGEN COKLAT,BTL,MINUMAN,1400,1400,2000,0,7,0,41
'8998898101409,'8998898101409,TOLAK ANGIN,OB,OBAT OBATAN,3500,3500,5000,42.85714,9,84,382
'8992745540717,'8992745540717,MITU BABY BLUE 20 SHEETS,POP,POPOK,7000,7000,10000,0,8,3,11
'8997212800028,'8997212800028,YUZU GREEN TEA,BTL,MINUMAN,4000,4000,8000,100,6,0,7
'8997212800011,'8997212800011,YUZU TEA,BTL,MINUMAN,4000,4000,8000,100,9,0,7
'8997212800035,'8997212800035,YUZU ISOTONIK,BTL,MINUMAN,3500,3500,7000,100,5,0,7
'8992752112310,'8992752112310,MIZONE STAR FRUIT 500ML,BTL,MINUMAN,3250,3250,6000,84.61538,8,0,84
'8998866202404,'8998866202404,MIE SEDAP CUP SELECTION,MIE,MIE,5000,5000,7000,40,5,20,83
'8888166321106,'8888166321106,SALTCHEESE 200G,MKN,MAKANAN,10000,10000,13000,30,10,0,1
'8992919856026,'8992919856026,SUGUS JERUK 30GR,P,PERMEN,3000,3000,5000,66.66667,24,0,13
'8992919856019,'8992919856019,SUGUS BLACKCURANT 30GR,P,PERMEN,3000,3000,5000,66.66667,24,0,27
'8992919856033,'8992919856033,SUGUS STRAWBERRY 30GR,P,PERMEN,3000,3000,5000,66.66667,24,0,19
'8997035563476,'8997035563476,SOYJOY ANGGUR,MKN,MAKANAN,6500,6500,12000,84.61538,6,0,18
'8997035601192,'8997035601192,SOYJOY CRISPY,MKN,MAKANAN,6500,6500,12000,84.61538,9,0,12
'8997025060060,'8997025060060,BIG COLA ORANGE,BTL,MINUMAN,3500,3500,5000,42.85714,5,0,19
'8999999548605,'8999999548605,CORNETTO BLACK,ES,ESKRIM,10000,10000,15000,50,10,0,20
'8999898962533,'8999898962533,MILK DIAMOND,ES,ESKRIM,19600,19600,28000,0,5,0,8
'6920001800000,'6920001800000,GUNTING BESAR,GNTG,GUNTING,9167,3752,15000,63.63041,9,12,11
'6920001650001,'6920001650001,GUNTING SEDANG,GNTG,GUNTING,5909,6201.14,10000,81.81818,7,22,22
'6920001450007,'6920001450007,GUNTING KECIL,GNTG,GUNTING,4750,4750,10000,110.52632,10,0,16
'089686017199,'089686017199,SARIMI KALDU AYAM,MIE,MIE,2100,2100,3000,0,6,0,6
'8888826016243,'8888826016243,GILLETTE DAISY,PCK,PENCUKUR,19525,19525,25000,28.04097,8,0,11
'4902430400862,'4902430400862,PANTANE CONDITIONER,SMP,SHAMPOO,12600,12600,18000,0,8,0,8
'4902430400640,'4902430400640,PANTENE HALUS & LEMBUT 75ML,SMP,SHAMPOO,12500,12500,18000,44,10,0,9
'8998899004211,'8998899004211,AUTAN WANGI BUNGA,OBT,OBAT NYAMUK,7900,7900,15000,89.87342,10,0,12
'4902430433082,'4902430433082,HEAD & SHOULDERS ANTI HAIRFALL,SMP,SHAMPOO,12500,12500,18000,44,9,0,5
'4902430414296,'4902430414296,HEAD & SHOULDER MENTHOL DINGIN,SMP,SHAMPOO,12500,12500,18000,44,6,0,3
'4902430163866,'4902430163866,HERBAL ESSENCES,SMP,SHAMPOO,23000,23000,30000,30.43478,6,0,3
'4902430219976,'4902430219976,HERBAL CONDITIONER,SMP,SHAMPOO,23000,23000,30000,30.43478,8,0,1
'4902430268318,'4902430268318,HERBAL SMOOTH,SMP,SHAMPOO,23000,2300,30000,30.43478,7,0,3
'4902430429375,'4902430429375,REJOISE KETOMBE,SMP,SHAMPOO,22000,22000,30000,36.36364,7,3,2
'4902430163910,'4902430163910,HERBAL DAMAGED,SMP,SHAMPOO,23000,23000,30000,30.43478,5,0,3
'8998899004297,'8998899004297,AUTAN LOTION,OBT,OBAT NYAMUK,7900,7900,15000,89.87342,8,0,9
'4987176018083,'4987176018083,VICK IN HALER,OB,OBAT OBATAN,15000,15000,20000,33.33333,9,0,5
'8992931006232,'8992931006232,TISU TESSA SMALL,TS,TISSU,2100,2100,3000,0,8,0,42
'079656649567,'079656649567,SPORT SPF 50_90ML,SNB,SUNBLOCK,193000,193000,220000,13.98964,10,6,4
'089686017700,'089686017700,SARIMI,MIE,MIE,2100,2100,3000,0,6,0,126
'8991926101068,'8991926101068,FORTE FRESH MENTHOL 20,RK,ROKOK,24000,24000,26000,8.33333,7,2,2
'8886001100855,'8886001100855,PERMEN KIS BARLEY,P,PERMEN,4500,4500,8000,77.77778,6,0,12
'8996001356364,'8996001356364,ASTOR,MKN,MAKANAN,5000,5000,6000,50,5,4,11
'8996001356340,'8996001356340,ASTOR,MKN,MAKANAN,4000,4000,6000,50,7,0,8
'8999999195670,'8999999195670,SARI WANGI 100,BTL,MINUMAN,19000,19000,25000,31.57895,10,0,10
'8991002304017,'8991002304017,RELAXA,P,PERMEN,5000,5000,8000,60,6,2,6
'8999999540333,'8999999540333,SARI WANGI SASET,BTL,MINUMAN,875,875,2000,128.57143,9,12,47
'8999898963400,'8999898963400,JUNGLE JUICE  STRAWBERRY 1L,BTL,MINUMAN,21000,21000,30000,0,9,0,2
'8999898440031,'8999898440031,JUNGLE JUICE GUAVA 1L,BTL,MINUMAN,21000,21000,30000,0,10,0,3
'211,'211,GALON KOSONG,AIR,AIR,35000,35000,50000,0,7,0,23
'2111,'2111,ROTI 1500,RTI,ROTI,1000,1000,1500,50,6,662,695
'8992841222029,'8992841222029,kopi setia bali,KP,COFFEE,13500,13500,18000,33.33333,5,11,48
'8995177101266,'8995177101266,GULAKU,SBK,SEMBAKO,3000,3000,7000,133.33333,8,0,14
'8990800021850,'8990800021850,MENTOS STRAWBERY,P,PERMEN,1166,1166,4000,243.05317,9,0,21
'8990800021874,'8990800021874,MENTOS ANGGUR,P,PERMEN,1166,1166,4000,243.05317,7,0,48
'089686400816,'089686400816,INDOFOOD SAMBAL EKSTRA PEDAS,BM,BUMBU MASAK,5500,5500,8000,45.45455,9,8,13
'555,'5550,NASA,,,2083,2083,8000,284.06145,9,0,4
'108,'108,ROBUSTA COFF LUWAK 100G,KP,COFFEE,105000,105000,150000,0,9,0,0
'8994705031372,'8994705031372,KATER,ATL,ALAT TULIS,14000,14000,20000,0,6,0,2
'4801010560500,'4801010560500,JONSON BABY SOAP,BK,BEDAK BAYI,7000,7000,10000,0,9,0,5
'6921434400041,'6921434400041,FEMINIE COMPORT,SFX,SOFTEX,32000,32000,38000,18.75,6,7,9
'6921434400065,'6921434400065,FEMINIE COMFORT,SFX,SOFTEX,25000,25000,35000,40,5,0,7
'8999999042608,'8999999042608,rinso cair,PK,PERAWATAN PAKAIAN,14000,14000,20000,0,6,0,15
'8991102385053,'8991102385053,WAFFLE CRANCHOX 7GR,WFR,WAFFER,400,400,1000,150,6,0,46
