KdBar,Barcode,Nmbar,KdKel,NmKel,HBeli,HPokok,HJual,markup,StAwal,StMasuk,StKeluar
'4902430792196,'4902430792196,PANTENE ANTI LEPEK 135ML,SMP,SHAMPOO,22100,22100,30000,35.74661,6,3,6
'8998866105736,'8998866105736,ZINC HAIR FALL TREATMENT 170ML,SMP,SHAMPOO,21000,21000,28000,33.33333,8,0,0
'8998866105743,'8998866105743,zinc cool,SMP,SHAMPOO,19600,19600,28000,0,8,0,1
'8998866105767,'8998866105767,ZINC SOFTCARE170ML,SMP,SHAMPOO,22100,22100,28000,26.69683,10,0,2
'8999999029685,'8999999029685,clear soft care,SMP,SHAMPOO,21000,21000,30000,0,6,0,3
'8999999029821,'8999999029821,CLEAR STRONG & SOFT 170ML,SMP,SHAMPOO,22100,22100,30000,35.74661,7,0,0
'8999999048181,'8999999048181,sunsilk black shine,SMP,SHAMPOO,21000,21000,30000,0,8,0,3
'8992745120858,'8992745120858,hit 225ml,BEER,BEER,14000,14000,20000,0,8,0,2
'8992745475019,'8992745475019,MITUBABY CHANGING DIAPER 50,POP,POPOK,14000,14000,20000,0,5,2,9
'8992745560173,'8992745560173,MITUBABY CHANGING PINK 50,POP,POPOK,14000,14000,20000,0,9,2,6
'8992745560166,'8992745560166,MITUBABY CHANGING BLUE 50,POP,POPOK,14000,14000,20000,0,5,2,11
'8992750540900,'8992750540900,MITUBABY CHANGING 10,POP,POPOK,4900,4900,7000,0,10,0,11
'8992745326755,'8992745326755,MITUBABY ANTISEPTIC,POP,POPOK,2800,2800,4000,0,5,0,4
'8992745540298,'8992745540298,MITUBABY FRESH&CLEAN 4,POP,POPOK,2800,2800,4000,0,9,0,6
'8992745550242,'8992745550242,MITUBABY FRESH BLUE 4,POP,POPOK,2800,2800,4000,0,8,0,6
'SOS,'SOS,SOSIS SONICE,C,CEMILAN,800,800,1500,87.5,8,286,644
'8993058105013,'8993058105013,EXTRA JOSS KOTAK,BTL,MINUMAN,13000,13000,18000,38.46154,7,85,246
'4902430400664,'4902430400664,CONDITIONER PANTENE 75ML,SMP,SHAMPOO,16000,16000,18000,80,5,8,17
'4902430553636,'4902430553636,HEAD & SHOULDER LEMON 160ML,SMP,SHAMPOO,23000,23000,30000,30.43478,9,0,6
'4902430792219,'4902430792219,PANTENE ANTI LEPEK 70ML,SMP,SHAMPOO,12500,12500,18000,44,8,0,8
'4902430419017,'4902430419017,PANTENE LONG BLACK 70ML,SMP,SHAMPOO,16000,16000,18000,44,8,6,10
'8999999529673,'8999999529673,CLEAR ICE COOL MENTHOL 80ML,SMP,SHAMPOO,15000,15000,18000,44,6,3,9
'8998866606813,'8998866606813,ZINC SOFT CARE,SMP,SHAMPOO,10000,10000,15000,50,6,0,4
'8999999529918,'8999999529918,CLEAR SUPERFRESH APPLE 80ML,SMP,SHAMPOO,13000,13000,18000,44,10,3,7
'8999999529550,'8999999529550,CLEAR COMPLETE SOFT CARE 80ML,SMP,SHAMPOO,13000,13000,18000,44,5,3,10
'4902430401159,'4902430401159,PANTEN NATUR,SMP,SHAMPOO,12500,12500,18000,44,5,2,13
'8998866104920,'8998866104920,ZINC BLACK SHINE 70ML,SMP,SHAMPOO,10000,10000,15000,50,7,0,1
'8992946519369,'8992946519369,SHINZUI,SBN,SABUN,24500,24500,35000,0,5,0,2
'8999908061102,'8999908061102,MARINA NATURAL SMOOTH&GLOW,PK,PERAWATAN KULIT,8400,8400,12000,0,7,0,9
'8999908060907,'8999908060907,MARINA PROTECS & CARES,PK,PERAWATAN KULIT,10500,10500,15000,0,5,0,6
'8999908214805,'8999908214805,MARINA RICH MOISTURIZING,PK,PERAWATAN KULIT,10500,10500,15000,0,9,0,8
'8999908045607,'8999908045607,MARINA NUTRI FRESH MINI,PK,PERAWATAN KULIT,5600,5600,8000,0,10,0,4
'899908060600,'8999908060600,MARINA MINI,PK,PERAWATAN KULIT,5600,5600,8000,0,5,0,1
'8999999528942,'8999999528942,CITRA PEARLYWHITE UV,PK,PERAWATAN KULIT,12600,12600,18000,0,5,0,5
'8999999003760,'8999999003760,CITRA 250ML,PK,PERAWATAN KULIT,17500,17500,25000,0,7,0,0
'8999999003722,'8999999003722,CITRA 120ML,PK,PERAWATAN KULIT,10500,10500,15000,0,8,0,2
'8999999003708,'8999999003708,CITRA BENGKUANG,PK,PERAWATAN KULIT,10500,10500,15000,0,8,0,7
'8999999719418,'8999999719418,VASELINE,PK,PERAWATAN KULIT,22400,22400,32000,0,10,0,2
'8998866105637,'8998866105637,EMERON LOVELY WHITE,PK,PERAWATAN KULIT,10500,10500,15000,0,5,0,3
'8998866105491,'8998866105491,EMERON 120ML,PK,PERAWATAN KULIT,8400,8400,12000,0,8,0,4
'8998866106306,'8998866106306,EMERON LOVELY WHITE 120ML,PK,PERAWATAN KULIT,8400,8400,12000,0,7,0,2
'8998866106504,'8998866106504,EMERON LOVELY 120ML,PK,PERAWATAN KULIT,8400,8400,12000,0,10,0,4
'8992796022101,'8992796022101,HAND & BODY,PK,SHAMPOO,8400,8400,12000,0,6,0,2
'4902430102254,'4902430102254,HEAD & SHOULDERS BRSH&HRUM 160,SMP,SHAMPOO,23000,23000,30000,30.43478,5,3,9
'4902430450386,'4902430450386,REJOICE,SMP,SHAMPOO,28000,28000,40000,0,10,0,0
'8999999029234,'8999999029234,SUNSILK,SMP,SHAMPOO,21000,21000,30000,0,5,0,1
'4902430219983,'4902430219983,HERBAL ESSENCES,SMP,SHAMPOO,21000,21000,30000,0,9,0,1
'4902430553629,'4902430553629,HEAD & SHOULDERS LEMON 70ML,SMP,SHAMPOO,12200,12200,18000,47.54098,9,0,13
'4902430432245,'4902430432245,REJOICE,SMP,SHAMPOO,10500,10500,15000,0,9,0,7
'4902430102247,'4902430102247,HEAD & SOLDER,SMP,SHAMPOO,22900,22900,30000,31.00437,8,3,10
'4902430400886,'4902430400886,PANTENE HAIR FALL CONTROL135ML,SMP,SHAMPOO,21000,21000,30000,42.85714,5,0,7
'4902430400978,'4902430400978,PANTENE HAIR FALL CONTROL135ML,SMP,SHAMPOO,22100,22100,30000,35.74661,9,6,10
'4902430400602,'4902430400602,PANTENE TOTAL DAMAGE CARE160ML,SMP,SHAMPOO,22100,22100,30000,35.74661,9,0,13
'8999999048174,'8999999048174,SUNSILK BLACK SHINE 70ML,SMP,SHAMPOO,12200,12200,18000,-14.28571,7,0,14
'4902430430883,'4902430430883,HEAD & SHOUDERS SUTERA 70ML,SMP,SHAMPOO,12500,12500,18000,44,7,0,7
'4902430414289,'4902430414289,HEAD & SHOULDERS BRSH&HRUM70ML,SMP,SHAMPOO,12200,12200,18000,47.54098,5,0,6
'TESA,'TESA,TISUE TESSA,TS,TISSU,3000,3000,5000,66.66667,7,0,28
'PASEO,'PASEO,TISSU PASEO,TS,TISSU,3000,3000,6000,100,6,0,15
'JOLLY,'JOLLY,TISSUE JOLLY 90G,TS,TISSU,4000,4000,8000,100,6,0,11
'8992759134117,'8992759134117,TISSUE NICE 60 SHEETS,TS,TISSU,4000,4000,8000,100,7,0,32
'8992931027015,'8992931027015,TISSUE MULTI 100 SHEET,TS,TISSU,8400,8400,12000,0,7,0,12
'8993053311013,'8993053311013,PASEO SOFT AND NATURAL,TS,TISSU,6000,6000,10000,0,8,5,11
'8992759244021,'8992759244021,TISSUE NICE 200 SHEET,TS,TISSU,4500,4500,8000,77.77778,10,0,11
'TISU P,'TISU P,TISSUE PASEO SMART 250 SHEET,TS,TISSU,14000,14000,20000,0,8,0,35
'8992759313529,'8992759313529,TISSUE NICE 250SHEETS,TS,TISSU,14000,14000,20000,0,7,0,12
'8993053111408,'8993053111408,PASEO ELEGANT,TS,TISSU,17500,17500,25000,0,9,0,3
'8993053111873,'8993053111873,TISSUE PASEO 100 SHEETS,TS,TISSU,19000,19000,20000,66.66667,10,6,12
'4801010561309,'4801010561309,GOHNSONS BABY BLOSSOMS,BB,BEDAK BAYI,3000,3000,6000,100,7,0,7
'7640129890040,'7640129890040,ASEPSO,SBN,SABUN,8400,8400,12000,0,5,0,12
'8888103200617,'8888103200617,CUSSONS BABY,SBN,SABUN,4200,4200,6000,0,8,0,13
'8998866608312,'8998866608312,GIV,SBN,SABUN,3500,3500,5000,0,7,0,18
'8993005112019,'8993005112019,JF THE SKIN,SNB,SUNBLOCK,8400,8400,12000,0,9,0,1
'8998866608305,'8998866608305,GIVE,SBN,SABUN,3500,3500,5000,0,9,3,5
'8997029490337,'8997214430087, PAPAYA by Mamaya,SBN,SABUN,16666,16666.67,22000,32.00528,6,10,8
'8999999015947,'8999999015947,DOVE,SMP,SHAMPOO,3500,3500,5000,0,5,0,6
'4801010562108,'4801010562108,GOHNSONS MILK SHOP,SMP,SHAMPOO,7000,7000,10000,0,6,0,4
'8999999518790,9.00E+12,LIFEBUOY,SBN,SABUN,10500,10500,15000,0,5,0,1
'8992727002851,'8992727002851,BIORE MEN,PK,PERAWATAN KULIT,10500,10500,15000,0,10,0,4
'8992727001670,'8992727001670,COOL NERGY,PK,PERAWATAN KULIT,10500,10500,15000,0,5,0,4
'8992727003810,'8992727003810,HYGIENIC ENERGY,PK,PERAWATAN KULIT,10500,10500,15000,0,10,0,5
'8999999036492,'8999999036492,LUX,PK,PERAWATAN KULIT,10500,10500,15000,0,10,0,2
'8996006858320,'8996006858320,FRUIT TEA LEMON,BTL,MINUMAN,3667,3667,5000,36.35124,5,52,230
'8996006858085,'8996006858085,FRUIT TEA APEL 350ML,BTL,MINUMAN,3250,3250,5000,53.84615,9,73,122
'8997025060152,'8997025060152,BIG COLA HITAM,BTL,MINUMAN ,3500,3500,5000,42.85714,7,0,85
'8994834003950,'8994834003950,FRENCH 2000,MKN,MAKANAN,1800,1800,2500,38.88889,7,22,281
'8993083932141,'8993083932141,VEGETABLE AND CHEESE,MKN,MAKANAN,1800,1800,3000,66.66667,10,79,268
'8886022941512,'8886022941512,ALKALINE AAA,MKN,BATERAI,10500,10500,15000,0,9,0,30
'8888021201550,'8888021201550,ENERGIZER AA,MKN,BATERAI,21000,21000,30000,0,6,0,7
'8999002245125,'8999002245125,ENERGIZER AA 4PACK,MKN,BATERAI,36600,36600,50000,36.61202,8,0,19
'8999002675038,'8999002675038,ENERGIZER AA 6PACK,MKN,BATERAI,38500,38500,55000,0,5,0,9
'8999002672129,'8999002672129,ENERGIZER AAA 4PACK,MKN,BATERAI,24500,24500,35000,0,7,0,5
'8888021200546,'8888021200546,ENERGIZER AAA,MKN,BATERAI,17500,17500,25000,0,5,0,9
'8888021200539,'8888021200539,ENERGIZER AA,MKN,BATERAI,21700,21700,30000,38.24885,8,0,23
'8999002524916,'8999002524916,ENERGIZER,MKN,BATERAI,21700,21700,30000,38.24885,7,0,27
'8999002311462,'8999002311462,EVEREADY,MKN,BATERAI,17500,17500,25000,0,10,0,13
'8999002310564,'8999002310564,EVEREADY,MKN,BATERAI,11000,11000,25000,127.27273,9,0,24
'8999002692417,'8999002692417,EVEREADY,MKN,BATERAI,10500,10500,15000,0,7,0,9
'9312931540380,'9312931540380,ENERGIZER,MKN,BATERAI,87200,87200,100000,14.6789,8,0,4
'8999002525012,'8999002525012,ENERGIZER,MKN,BATERAI,18600,18600,25000,34.4086,6,0,15
'6920403162751,'6920403162751,EVEREADY,MKN,BATERAI,14000,14000,20000,0,9,0,4
'8999002584057,'8999002584057,EVEREADY,MKN,BATERAI,13700,13700,20000,45.9854,8,0,16
'8991102883023,'8991102883023,PROST BEER 330ML,BEER,BEER,19000,19000,25000,31.57895,7,0,24
'8999999706081,'8999999706081,PEPSODEN 75G,PGI,PASTA GIGI,4500,4500,10000,0,8,35,128
'8992695744067,'8992695744067,SENSODYNE,PGI,PASTA GIGI,24500,24500,35000,0,7,0,4
'8999999707835,'8999999707835,CLOESEUP,PGI,PASTA GIGI,9600,9600,15000,56.25,6,0,73
'8992695734662,'8992695734662,SENSODYNE RAPID,PGI,PASTA GIGI,33600,33600,48000,0,10,0,3
'4800318407730,'4800318407739,SENSODYNE COOL GEL,PGI,PASTA GIGI,32200,32200,46000,0,7,0,9
'8991991161332,'8991991161332,SENSODYNE FRESH MINT,PGI,PASTA GIGI,25704,25704,38000,47.83691,7,0,11
'8999999707859,'8999999707859,CLOSEUP 160G,PGI,PASTA GIGI,13000,13000,20000,53.84615,7,0,2
'8997018900038,'8997018900038,BOKASHI KECIL,OB,OBAT OBATAN,19000,19000,25000,0,7,18,5
'8997018900021,'8997018900021,BOKASI BSR,OB,OBAT OBATAN,37500,37500,45000,0,5,10,5
'0124,'0124,BARA,OB,OBAT OBATAN,4200,4200,6000,0,8,0,136
'8992761147143,'8992761147143,SPRITE WATERLYMON,BTL,MINUMAN,4900,4900,7000,55.55556,6,39,75
'8992761164508,'8992761164508,NUTRI BOOST COFFE,BTL,MINUMAN,6000,6000,8000,33.33333,10,0,18
'8991111152080,'8991111152080,LISTERIN,OK,OBAT KUMUR,24500,24500,35000,0,9,0,1
'8996006853127,'8996006853127,TEBS MIX FRUIT 330ML,BTL,MINUMAN,4000,4000,6000,50,5,81,156
'8998866602273,'8998866602273,HERS PROTEX EXTRA MAXI 8 PADS,SFX,SOFTEX,5600,5600,8000,0,7,0,10
'8998990212249,'8998990212249,NINA,SFX,SOFTEX,8400,8400,12000,0,5,0,5
'6921434400058,'6921434400058,FEMININE COMFORT,SFX,SOFTEX,24500,24500,35000,0,5,0,9
'8998866574044,'8998866574044,PROTEX REGULAR,SFX,SOFTEX,5600,5600,8000,0,10,0,4
'8998866500791,'8998866500791,PROTEX WINGS,SFX,SOFTEX,4900,4900,7000,0,5,0,1
'8993189270284,'8993189270284,CHARM BODY FIT,SFX,SOFTEX,4500,4500,10000,122.22222,7,5,29
'8993189270321,'8993189270321,CHARM BODY FIT EXTRA WINGS,SFX,SOFTEX,4200,4200,6000,0,5,0,10
'8998866602297,'8998866602297,HERS PROTEX EXTRA MAXI 24 PADS,SFX,SOFTEX,8700,8700,15000,72.41379,10,0,4
'8992727002998,'8992727002998,LARURIER DAYA SERAP MAKSIMAL,SFX,SOFTEX,10500,10500,15000,0,8,0,17
'8992727001731,'8992727001731,PANTYLINERS,SFX,SOFTEX,10500,10500,15000,0,7,0,0
'8850007331797,'8850007331797,CAREFREE,SFX,SOFTEX,10500,10500,15000,0,6,0,4
'8850007331490,'8850007331490,CAREFREE SUPER DRY 40 LINERS,SFX,SOFTEX,17500,17500,25000,0,8,0,4
'8992727004060,'8992727004060,LAURIER DOUBLE COMFORT ISI 18,SFX,SOFTEX,8750,8750,12000,37.14286,5,0,18
'8993189270673,'8993189270673,CHARM BODY FIT,SFX,SOFTEX,1300,1857.14,3000,0,5,20,6
'8992750540405,'8992750540405,MITU BOTOL,TS,TISSU,21000,21000,30000,0,9,0,0
'8992772265058,'8992772265058,ANTIS,OB,OBAT OBATAN,35000,35000,50000,0,6,0,2
'8991111153117,'8991111153117,LISTERINE GUM CARE,OK,OBAT KUMUR,24500,24500,35000,0,5,0,0
'8991111153148,'8991111153148,LISTERINE SIWAK,OK,OBAT KUMUR,24500,24500,35000,0,6,0,2
'8992725910615,'8992725910615,LISTERINE CITRUS,,OBAT KUMUR,24500,24500,35000,0,5,0,4
'9556111620343,'9556111620343,DETOL BOTOL,SBN,SABUN,21000,21000,30000,0,7,0,1
'8999777857820,'8999777857820,NIVEA SPF 20_100ML,SNB,SUNBLOCK,76600,76600,100000,30.5483,6,2,4
'7319470012127,'7319470012127,NIVEA PROTECT & BROWN 20,SNB,SUNBLOCK,144400,144400,190000,31.57895,7,2,9
'8991906101026,'8991906101026,DJARUM SUPER,RK,ROKOK,29200,29200,31000,6.16438,5,6,35
'RT,'RT0,ROTI 5000,WFR,WAFFER,3500,3500,5000,0,10,0,294
'RT01,'RT01,ROTI SISIR,WFR,WAFFER,6300,6300,9000,0,9,0,105
'8998866201469,'8998866201469,POTABEE BBQ,SNK,SNACK,7400,7400,10000,35.13514,9,0,55
'079656649536,'079656649536,ULTRA PROTECT SPF 30_90ml,SNB,SUNBLOCK,151000,151000,185000,22.51656,8,7,3
'079656650716,'079656650716,ULTRA PROTECT  SPF 80_90,SNB,SUNBLOCK,154300,154300,200000,29.61763,9,0,4
'8991102880039,'8991102880039,BLACK JACK,BTL,MINUMAN,19800,19800,26000,31.31313,10,0,21
'8991115040093,'8991115040093,HAPPYDENT 14G,P,PERMEN,5800,5800,8000,37.93103,5,0,71
'RT02,'RT02,ROTI LINTANG BAKERY,WFR,WAFFER,7000,7000,10000,0,10,0,190
'8998009040023,'8998009040023,TEH KOTAK 200ML,BTL,MINUMAN,2150,2150,5000,132.55814,8,131,103
'KJG0,'G,SUTRA,CDM,CONDOM,14000,14000,20000,0,10,0,1
'8852961002102,'8852961002102,SUTRA MERAH,CDM,CONDOM,5417,5417,12000,121.52483,7,0,45
'8998866200837,'8998866200837,POP MIE SEDAP SOTO 81G,MIE,MIE,4500,4500,7000,47.36842,6,33,52
'8991901101083,'8991901101083,CRYSTAL,BEER,BEER,13100,13100,16000,22.1374,6,10,340
'84190819,'84190819,SMOKING DELUXE,RK,ROKOK,16100,16100,23000,0,9,0,24
'8414775013264,'8414775013264,SMOKING MASTER,RK,ROKOK,14000,14000,20000,0,9,0,92
'84157034,'84157034,SMOKING RED,RK,ROKOK,6500,6500,12000,84.61538,6,0,69
'84195937,'84195937,SMOKING DELUXE BSR,RK,ROKOK,17500,17500,25000,0,10,0,66
'KAT,'KAT,KATER,ATL,ALAT TULIS,14000,14000,20000,0,8,0,0
'8999777801304,'8999777801304,NIVEA CREME,PK,PERAWATAN KULIT,18700,18700,35000,87.16578,8,0,5
'8999777801335,'8999777801335,NIVEA CREME KCIL,PK,PERAWATAN KULIT,13000,13000,25000,92.30769,8,0,7
'8999777890544,'8999777890544,NIVEA CREME KCIL,PK,PERAWATAN KULIT,11500,11500,20000,73.91304,8,0,8
'8999777004484,'8999777004484,NIVEA MEN COOL KICK,PK,PERAWATAN KULIT,16700,16700,25000,49.7006,9,0,14
'8992742370683,'8992742370683,POLYYTEX SPONS,AK,ALAT KEBERSIHAN,3100,3100,6000,93.54839,5,10,70
'8998899013046,'8998899013046,BAYCLIN 200ML,PP,PERAWATAN PAKAIAN,7000,7000,10000,42.85714,6,0,18
'8992745550266,'8992745550266,PROCLIN,PP,PERAWATAN PAKAIAN,3400,3400,5000,47.05882,10,0,3
'8998899013077,'8998899013077,BAYCLIN 500ML,PP,PERAWATAN PAKAIAN,10500,10500,15000,42.85714,10,0,7
'055500130078,'055500130078,PEMBERSIH LANTAI,PH,PENGHARUM,17500,17500,25000,0,9,0,3
'8999777004613,'8999777004613,nivea siver protex,PK,PERAWATAN KULIT,16700,16700,25000,49.7006,5,0,9
'8992745320142,'8992745320142,STELLA APPLE FIESTA,PH,PENGHARUM,28000,28000,38000,35.71429,5,0,4
'8886467100055,'8886467100055,PRINGLES HOT & SPICY,SNK,SNACK,21000,21000,25000,19.04762,7,17,64
'8993268115000,'8993268115000,AIR CHEERS 1500ML,AIR,AIR,3678,3678,8000,117.50952,8,24,173
'8997035600928,'8997035600928,SOY JOY CHOCOLATE,CKL,COKLAT,7000,7000,10000,0,10,0,23
'9556001174659,'9556001174659,MILO CALCIUM CAN 240ML,BTL,MINUMAN,8300,8300,11000,32.53012,9,10,52
'3014260803926,'3014260803926,ORAL B ALL ROUNDER,SG,SIKAT GIGI,7700,7700,12000,55.84416,8,0,35
'8992003782354,'8992003782354,ANTANGIN 15ML,OB,OBAT OBATAN,3000,3000,5000,66.66667,6,12,155
'FLG20,'FLG20,FLUG 20,FLG,FLUG,14000,14000,20000,0,10,0,30
'8997210140089,'8997210140089,GIN GILBEYS 350ML,BTL,MINUMAN,98000,98000,140000,0,7,0,5
'8991102880107,'8991102880107,MIX MAX BLUEBERRY,ALC,ALCOHOL,19800,19800,28000,41.41414,10,0,9
'8991102880190,'8991102880190,MIX MAX ICE GLACIER,ALC,ALCOHOL,19800,19800,28000,41.41414,9,0,7
'8991102880169,'8991102880169,MIX MAX ECOTIC BLUE,ALC,ALCOHOL,19800,19800,28000,41.41414,9,0,7
'8991102880114,'8991102880114,MIX MAX CRANBERRY,ALC,ALCOHOL,19800,19800,28000,41.41414,9,0,12
'8991102880176,'8991102880176,MIX MAX CLASSIC,ALC,ALCOHOL,19800,19800,28000,41.41414,9,0,12
'8991102880213,'8991102880213,MIX MAX GUAVA,ALC,ALCOHOL,19800,19800,28000,41.41414,5,0,9
'8886022962135,'8886022962135,AROMATIC LEMON,OB,OBAT OBATAN,10500,10500,15000,0,5,0,4
'8886022962159,'8886022962159,AROMATIC CLOVE,OB,OBAT OBATAN,10500,10500,15000,0,9,0,1
'8992725051226,'8992725051226,MYLANTA 150ML,OB,OBAT OBATAN,35000,35000,50000,0,5,0,1
'8991111152059,'8991111152059,MYLANTA 50ML,OB,OBAT OBATAN,21000,21000,30000,0,6,0,3
'8993176803198,'8993176803198,TELON LANG 15ML,OB,OBAT OBATAN,7000,7000,10000,0,7,0,6
'8993176110135,'8993176110135,TELON LANG 30ML,OB,OBAT OBATAN,10500,10500,15000,0,7,0,0
'8999777854058,'8999777854058,NIVEA SUN SPF 30_150ML,SNB,SUNBLOCK,131100,131100,175000,33.48589,10,0,24
'8992765301008,'8992765301008,GILLETTE GOAL II,KC,KRIM CUKUR,7000,7000,10000,0,6,0,13
'6959097200074,'6959097200074,PEARMAX,KC,KRIM CUKUR,7000,7000,10000,0,6,0,9
'8888826019589,'8888826019589,GILLETTE BLUE II PLUS,KC,KRIM CUKUR,9100,9100,13000,0,9,0,71
'4902430745864,'4902430745864,GILLETTE BLUE SIMPLE 3,KC,KRIM CUKUR,10525,10525,15000,42.51781,10,0,45
'8992775112144,'8992775112144,KACANG KULIT GARUDA BAWANG 65G,KCK,KACANG,4100,4100,6000,46.34146,5,24,28
'8992775112137,'8992775112137,KACANG KULIT GARUDA BAWANG 90G,KCK,KACANG,7600,7600,10000,31.57895,5,0,23
'8886022971298,'8886022971298,ALKALINE AA 2 PCS,AIR,AIR,9000,9000,15000,66.66667,2,0,30
'8995227500582,'8995227500582,cincau,BTL,MINUMAN,4800,4800,7000,45.83333,9,14,163
'8994231100221,'8994231100221,KOPI BANYUATIS 200GR,KP,COFFEE,14000,14000,20000,0,5,0,35
'8994231100108,'8994231100108,KOPI BANYUATIS 500GR,KP,COFFEE,28000,28000,40000,0,10,0,29
'8996001350522,'8996001350522,ROMA WAFER CHOCO BLAST,WFR,WAFFER,800,800,1500,87.5,9,20,42
'8996001350515,'8996001350515,ZUPER KEJU,MKN,MAKANAN,800,800,2000,150,9,0,32
'8996001350676,'8996001350676,SUPER KEJU COKLAT,MKN,MAKANAN,800,800,2000,150,6,0,29
'8996001302637,'8996001302637,ROMA MALKIST COKLAT,MKN,MAKANAN,6000,6000,8000,60,9,16,51
'8991111101316,'8991111101316,GOHNSONS BABI OIL 50ML,BB,BEDAK BAYI,9600,9600,15000,56.25,10,0,5
'8992725910424,'8992725910424,LISTERINE FRESH BRUST,OK,OBAT KUMUR,19400,19400,27000,39.17526,6,0,6
'8992725910332,'8992725910332,LISTERINE COOL MINT,OK,OBAT KUMUR,19400,19400,27000,39.17526,6,0,3
'9556006060346,'9556006060346,GOHNSONS BABY LOTION,BB,BEDAK BAYI,13600,13600,20000,47.05882,10,0,6
'8991111102924,'8991111102924,GOHNSONS COTTONTOUCH,BB,BEDAK BAYI,17000,17000,25000,47.05882,5,0,1
'8999777011031,'8999777011031,NIVEA PEARL & BEAUTY,SNB,SUNBLOCK,38500,38500,55000,42.85714,6,0,9
'8999777007515,'8999777007515,NIVEA MEN FRESH ACTIVE,SNB,SUNBLOCK,39000,39000,55000,41.02564,5,0,2
'8999777004972,'8999777004972,NIVEA MEN SPRY B&W,SNB,SUNBLOCK,39000,39000,55000,41.02564,8,0,8
'8999777004910,'8999777004910,NIVEA MEN SPRY COOL KICK,SNB,SUNBLOCK,39000,39000,55000,41.02564,7,0,6
'8999777004880,'8999777004880,NIVEA CLEAR B&W,SNB,SUNBLOCK,39000,39000,55000,41.02564,7,0,11
'8999777010676,'8999777010676,NIVEA MEN DEEP,SNB,SUNBLOCK,39000,39000,55000,41.02564,8,0,5
'8999777007591,'8999777007591,NIVEA MEN DRY IMPACT,SNB,SUNBLOCK,39000,39000,55000,41.02564,6,0,2
'8999777014261,'8999777014261,NIVEA MEN DEEP ESPRESSO,SNB,SUNBLOCK,39000,39000,55000,41.02564,5,0,3
'6931598210776,'6931598210776,KOREK G2000,KRK,KOREK,2500,2500,5000,100,7,150,254
'8992775110157,'8992775110157,KACANG KULIT GARUDA 65GR,KCK,KACANG,4200,4200,6000,42.85714,5,24,33
'8993058000684,'8993058000684,EXTRAJOSS SACHET,BTL,MINUMAN,1050,1050,1500,0,6,0,662
'8999777012151,'8999777012151,HANSAPLAS TRANSPARAN,OB,OBAT OBATAN,8000,8000,15000,87.5,8,0,16
'8995177109996,'8995177109996,GULAKU 500GR,SBK,SEMBAKO,10500,10500,15000,0,5,0,33
'4987176008718,'4987176008718,VAPORUB 25G,OB,OBAT OBATAN,7000,7000,10000,0,6,0,3
'4987176000552,'4987176000552,VAPORUB 50G,OB,OBAT OBATAN,14000,14000,20000,0,6,0,2
'8999777012267,'8999777012267,HANSAPLAS ROLL,OB,OBAT OBATAN,7000,7000,10000,0,5,0,12
'109,'109,KOPI BANYUATIS ORIGINAL 100GR,KP,COFFEE,10500,10500,15000,0,8,0,4
'8991906101019,'8991906101019,DJARUM SUPER,RK,ROKOK,23000,23000,25000,8.69565,8,28,59
'8997031671373,'8997031671373,JHON D-BLEND,RK,ROKOK,16000,16000,18000,12.5,9,0,2
'8997031671397,'8997031671397,JHON BLACK,RK,ROKOK,15000,15000,18000,20,6,0,1
'TAS,'TAS,TAS,ATL,ALAT TULIS,4200,4200,6000,0,6,0,39
'8995077600227,'8995077600227,KACANG DUA KELINCI GARLIC 180G,KCK,KACANG,18500,18500,25000,11.11111,7,19,50
'8992775112120,'8992775112120,KACANG GARUDA 220G,KCK,KACANG,17500,17500,25000,0,10,0,12
'8999002675137,'8999002675137,ENERGIZER,BTI,BATERAI,40000,40000,55000,37.5,7,0,5
'ADEM,'ADEM,ADEM SARI,OB,OBAT OBATAN,1916,1916,3000,56.5762,8,24,164
'0899999940123,'8999999401238,RINS0 BUBUK 800 GR,PP,PERAWATAN PAKAIAN,16800,16800,20000,19.04762,10,0,2
'8998899001166,'8998899001166,BAYGON 400 ML,OBT,OBAT NYAMUK,31500,31500,45000,0,6,0,7
'8992745130420,'8992745130420,HIT 415ML,OBT ,OBAT NYAMUK,27000,27000,40000,48.14815,10,0,7
'12ASC,'0123ASC,BODREX,OB,OBAT OBATAN,450,450,1000,122.22222,8,20,160
'9556156049215,'9556156049215,SUSU KEDELAI,SS,SUSU,5000,5000,10000,100,8,0,11
'8992775001806,'8992775001806,MALKIS,MKN,MAKANAN,900,900,1500,66.66667,6,50,222
'089686017748,'089686017748,SARIMI ISI 2,MIE,MIE,3500,3500,5000,0,10,0,104
'8994222112318,'8994222112318,KACANG GANGSAR,KCK,KACANG,4000,4000,6000,50,10,0,34
'han,'han,hansaplas jumbo,OB,OBAT OBATAN,1050,1050,1500,0,10,0,138
'8995077600807,'8995077600807,TIC TAC ORIGINAL,KCK,KACANG,5500,5500,7000,27.27273,9,17,33
'8992759535457,'8992759535457,TISUE NICE ROLL,TS,TISSU,7000,7000,10000,0,7,0,4
'susu,'susu,susu indomilk saset,SS,SUSU,1250,1250,2000,60,9,0,121
'9310155520102,'9310155520102,FANTASTIC CHEESE,MKN,MAKANAN,17500,17500,25000,0,8,0,4
'089686598353,'089686598353,CHITATO ORIGINAL 68G,SNK,SNACK,10500,10500,12000,14.28571,10,13,187
